Party;Voting ID;Yes;No;Unregistered;Refrained;Excused;Max
KDU-ČSL;73317;0;0;0;3;7;O
TOP09;73317;4;0;1;0;2;Y
STAN;73317;4;0;1;0;1;Y
Nezařaz;73317;0;0;2;1;2;O
ANO;73318;1;11;2;35;29;O
ODS;73318;0;2;5;9;7;O
Piráti;73318;16;0;0;0;6;Y
SPD;73318;0;0;4;10;6;O
ČSSD;73318;2;0;2;1;9;O
KSČM;73318;0;0;5;6;4;O
KDU-ČSL;73318;1;0;0;2;7;O
TOP09;73318;4;0;1;0;2;Y
STAN;73318;4;0;1;0;1;Y
Nezařaz;73318;0;0;2;1;2;O
ANO;73319;0;20;2;27;29;O
ODS;73319;0;0;5;11;7;O
Piráti;73319;16;0;0;0;6;Y
SPD;73319;0;0;4;10;6;O
ČSSD;73319;2;0;2;1;9;O
KSČM;73319;6;0;5;0;4;O
KDU-ČSL;73319;3;0;0;0;7;O
TOP09;73319;4;0;1;0;2;Y
STAN;73319;4;0;1;0;1;Y
Nezařaz;73319;0;1;2;0;2;O
ANO;73320;1;5;2;41;29;O
ODS;73320;11;0;5;0;7;O
Piráti;73320;16;0;0;0;6;Y
SPD;73320;0;0;4;10;6;O
ČSSD;73320;3;0;2;0;9;O
KSČM;73320;2;0;5;4;4;O
KDU-ČSL;73320;3;0;0;0;7;O
TOP09;73320;4;0;1;0;2;Y
STAN;73320;4;0;1;0;1;Y
Nezařaz;73320;0;0;2;1;2;O
ANO;73321;0;6;2;41;29;O
ODS;73321;11;0;5;0;7;O
Piráti;73321;16;0;0;0;6;Y
SPD;73321;0;0;4;10;6;O
ČSSD;73321;3;0;2;0;9;O
KSČM;73321;5;0;5;1;4;O
KDU-ČSL;73321;3;0;0;0;7;O
TOP09;73321;4;0;1;0;2;Y
STAN;73321;4;0;1;0;1;Y
Nezařaz;73321;0;0;2;1;2;O
ANO;73322;0;5;2;42;29;O
ODS;73322;11;0;5;0;7;O
Piráti;73322;16;0;0;0;6;Y
SPD;73322;9;0;4;1;6;O
ČSSD;73322;3;0;2;0;9;O
KSČM;73322;4;0;5;2;4;O
KDU-ČSL;73322;3;0;0;0;7;O
TOP09;73322;4;0;1;0;2;Y
STAN;73322;4;0;1;0;1;Y
Nezařaz;73322;0;0;2;1;2;O
ANO;73323;58;0;3;1;16;Y
ODS;73323;16;0;3;4;0;Y
Piráti;73323;0;3;2;14;3;O
SPD;73323;12;0;3;0;5;Y
ČSSD;73323;6;0;1;0;7;O
KSČM;73323;7;0;5;0;3;O
KDU-ČSL;73323;6;0;1;0;3;Y
TOP09;73323;4;0;1;0;2;Y
STAN;73323;3;0;1;0;2;Y
Nezařaz;73323;1;0;0;2;2;O
ANO;73324;0;4;3;55;16;O
ODS;73324;18;0;3;2;0;Y
Piráti;73324;19;0;0;0;3;Y
SPD;73324;0;0;2;13;5;O
ČSSD;73324;0;0;1;6;7;O
KSČM;73324;0;1;5;6;3;O
KDU-ČSL;73324;6;0;1;0;3;Y
TOP09;73324;2;0;1;2;2;O
STAN;73324;3;0;1;0;2;Y
Nezařaz;73324;1;0;0;2;2;O
ANO;73325;0;53;1;8;16;N
ODS;73325;2;0;0;21;0;O
Piráti;73325;19;0;0;0;3;Y
SPD;73325;1;0;1;14;4;O
ČSSD;73325;0;0;0;7;7;O
KSČM;73325;0;8;0;4;3;N
KDU-ČSL;73325;0;0;0;7;3;O
TOP09;73325;5;0;0;0;2;Y
STAN;73325;0;0;0;4;2;O
Nezařaz;73325;0;0;1;2;2;O
ANO;73326;0;50;1;11;16;N
ODS;73326;1;0;0;22;0;O
Piráti;73326;19;0;0;0;3;Y
SPD;73326;0;0;1;15;4;O
ČSSD;73326;0;2;0;5;7;O
KSČM;73326;0;11;0;1;3;N
KDU-ČSL;73326;1;0;0;6;3;O
TOP09;73326;5;0;0;0;2;Y
STAN;73326;0;0;0;4;2;O
Nezařaz;73326;0;0;1;2;2;O
ANO;73327;61;0;1;0;16;Y
ODS;73327;23;0;0;0;0;Y
Piráti;73327;3;1;0;15;3;O
SPD;73327;15;0;1;0;4;Y
ČSSD;73327;7;0;0;0;7;Y
KSČM;73327;12;0;0;0;3;Y
KDU-ČSL;73327;7;0;0;0;3;Y
TOP09;73327;5;0;0;0;2;Y
STAN;73327;3;0;0;1;2;Y
Nezařaz;73327;2;0;1;0;2;O
ANO;73328;0;60;1;1;16;N
ODS;73328;0;23;0;0;0;N
Piráti;73328;13;0;0;6;3;Y
SPD;73328;0;15;1;0;4;N
ČSSD;73328;0;6;0;1;7;O
KSČM;73328;0;12;0;0;3;N
KDU-ČSL;73328;0;0;0;7;3;O
TOP09;73328;5;0;0;0;2;Y
STAN;73328;0;0;0;4;2;O
Nezařaz;73328;0;1;1;1;2;O
ANO;73329;61;0;1;0;16;Y
ODS;73329;23;0;0;0;0;Y
Piráti;73329;19;0;0;0;3;Y
SPD;73329;15;0;1;0;4;Y
ČSSD;73329;7;0;0;0;7;Y
KSČM;73329;11;0;0;1;3;Y
KDU-ČSL;73329;7;0;0;0;3;Y
TOP09;73329;5;0;0;0;2;Y
STAN;73329;3;0;0;1;2;Y
Nezařaz;73329;2;0;1;0;2;O
ANO;73330;0;58;1;3;16;N
ODS;73330;0;23;0;0;0;N
Piráti;73330;18;0;0;1;3;Y
SPD;73330;0;0;1;15;4;O
ČSSD;73330;0;7;0;0;7;N
KSČM;73330;0;11;0;1;3;N
KDU-ČSL;73330;0;0;0;7;3;O
TOP09;73330;0;0;0;5;2;O
STAN;73330;0;0;0;4;2;O
Nezařaz;73330;0;2;1;0;2;O
ANO;73331;61;0;1;0;16;Y
ODS;73331;23;0;0;0;0;Y
Piráti;73331;0;16;0;3;3;N
SPD;73331;15;0;1;0;4;Y
ČSSD;73331;7;0;0;0;7;Y
KSČM;73331;12;0;0;0;3;Y
KDU-ČSL;73331;7;0;0;0;3;Y
TOP09;73331;0;1;0;4;2;O
STAN;73331;3;0;0;1;2;Y
Nezařaz;73331;2;0;1;0;2;O
ANO;73332;60;0;1;1;16;Y
ODS;73332;22;1;0;0;0;Y
Piráti;73332;1;15;0;3;3;N
SPD;73332;15;0;1;0;4;Y
ČSSD;73332;7;0;0;0;7;Y
KSČM;73332;12;0;0;0;3;Y
KDU-ČSL;73332;7;0;0;0;3;Y
TOP09;73332;0;0;0;5;2;O
STAN;73332;3;0;0;1;2;Y
Nezařaz;73332;2;0;1;0;2;O
ANO;73333;0;60;1;1;16;N
ODS;73333;0;23;0;0;0;N
Piráti;73333;18;0;0;1;3;Y
SPD;73333;0;15;1;0;4;N
ČSSD;73333;0;6;0;1;7;O
KSČM;73333;0;11;0;1;3;N
KDU-ČSL;73333;0;0;0;7;3;O
TOP09;73333;0;0;0;5;2;O
STAN;73333;0;0;0;4;2;O
Nezařaz;73333;0;1;1;1;2;O
ANO;73334;61;0;1;0;16;Y
ODS;73334;23;0;0;0;0;Y
Piráti;73334;1;0;0;18;3;O
SPD;73334;15;0;1;0;4;Y
ČSSD;73334;7;0;0;0;7;Y
KSČM;73334;12;0;0;0;3;Y
KDU-ČSL;73334;7;0;0;0;3;Y
TOP09;73334;5;0;0;0;2;Y
STAN;73334;4;0;0;0;2;Y
Nezařaz;73334;2;0;1;0;2;O
ANO;73335;0;58;1;3;16;N
ODS;73335;0;21;0;2;0;N
Piráti;73335;19;0;0;0;3;Y
SPD;73335;0;15;1;0;4;N
ČSSD;73335;0;6;0;1;7;O
KSČM;73335;0;10;0;2;3;N
KDU-ČSL;73335;0;0;0;7;3;O
TOP09;73335;0;0;0;5;2;O
STAN;73335;0;0;0;4;2;O
Nezařaz;73335;0;2;1;0;2;O
ANO;73336;60;0;1;1;16;Y
ODS;73336;23;0;0;0;0;Y
Piráti;73336;0;0;0;19;3;O
SPD;73336;14;0;1;1;4;Y
ČSSD;73336;7;0;0;0;7;Y
KSČM;73336;10;0;0;2;3;Y
KDU-ČSL;73336;7;0;0;0;3;Y
TOP09;73336;5;0;0;0;2;Y
STAN;73336;3;0;0;1;2;Y
Nezařaz;73336;2;0;1;0;2;O
ANO;73337;0;59;1;2;16;N
ODS;73337;23;0;0;0;0;Y
Piráti;73337;18;0;0;1;3;Y
SPD;73337;0;15;1;0;4;N
ČSSD;73337;1;4;0;2;7;O
KSČM;73337;0;11;0;1;3;N
KDU-ČSL;73337;0;0;0;7;3;O
TOP09;73337;0;0;0;5;2;O
STAN;73337;0;0;0;4;2;O
Nezařaz;73337;1;1;1;0;2;O
ANO;73338;60;0;1;1;16;Y
ODS;73338;23;0;0;0;0;Y
Piráti;73338;2;1;0;16;3;O
SPD;73338;15;0;1;0;4;Y
ČSSD;73338;7;0;0;0;7;Y
KSČM;73338;12;0;0;0;3;Y
KDU-ČSL;73338;7;0;0;0;3;Y
TOP09;73338;0;4;0;1;2;N
STAN;73338;1;0;0;3;2;O
Nezařaz;73338;2;0;1;0;2;O
ANO;73339;61;0;1;0;16;Y
ODS;73339;23;0;0;0;0;Y
Piráti;73339;0;0;0;19;3;O
SPD;73339;15;0;1;0;4;Y
ČSSD;73339;6;0;0;1;7;O
KSČM;73339;11;0;0;1;3;Y
KDU-ČSL;73339;7;0;0;0;3;Y
TOP09;73339;0;3;0;2;2;O
STAN;73339;0;0;0;4;2;O
Nezařaz;73339;2;0;1;0;2;O
ANO;73340;61;0;1;0;16;Y
ODS;73340;23;0;0;0;0;Y
Piráti;73340;19;0;0;0;3;Y
SPD;73340;15;0;1;0;4;Y
ČSSD;73340;6;0;0;1;7;O
KSČM;73340;11;0;0;1;3;Y
KDU-ČSL;73340;7;0;0;0;3;Y
TOP09;73340;5;0;0;0;2;Y
STAN;73340;4;0;0;0;2;Y
Nezařaz;73340;2;0;1;0;2;O
ANO;73341;0;58;1;3;16;N
ODS;73341;0;19;0;4;0;N
Piráti;73341;19;0;0;0;3;Y
SPD;73341;0;0;1;15;4;O
ČSSD;73341;0;3;0;4;7;O
KSČM;73341;0;11;0;1;3;N
KDU-ČSL;73341;7;0;0;0;3;Y
TOP09;73341;5;0;0;0;2;Y
STAN;73341;4;0;0;0;2;Y
Nezařaz;73341;0;1;1;1;2;O
ANO;73342;0;58;1;3;16;N
ODS;73342;1;18;0;4;0;N
Piráti;73342;19;0;0;0;3;Y
SPD;73342;0;0;1;15;4;O
ČSSD;73342;0;4;0;3;7;O
KSČM;73342;0;11;0;1;3;N
KDU-ČSL;73342;7;0;0;0;3;Y
TOP09;73342;5;0;0;0;2;Y
STAN;73342;1;0;0;3;2;O
Nezařaz;73342;0;2;1;0;2;O
ANO;73343;0;60;1;1;16;N
ODS;73343;0;17;0;6;0;N
Piráti;73343;19;0;0;0;3;Y
SPD;73343;0;0;1;15;4;O
ČSSD;73343;0;4;0;3;7;O
KSČM;73343;0;10;0;2;3;N
KDU-ČSL;73343;7;0;0;0;3;Y
TOP09;73343;5;0;0;0;2;Y
STAN;73343;4;0;0;0;2;Y
Nezařaz;73343;0;2;1;0;2;O
ANO;73344;61;0;1;0;16;Y
ODS;73344;23;0;0;0;0;Y
Piráti;73344;0;0;0;19;3;O
SPD;73344;15;0;1;0;4;Y
ČSSD;73344;7;0;0;0;7;Y
KSČM;73344;11;0;0;1;3;Y
KDU-ČSL;73344;7;0;0;0;3;Y
TOP09;73344;1;4;0;0;2;N
STAN;73344;4;0;0;0;2;Y
Nezařaz;73344;2;0;1;0;2;O
ANO;73345;61;0;1;0;16;Y
ODS;73345;23;0;0;0;0;Y
Piráti;73345;7;0;0;12;3;O
SPD;73345;15;0;1;0;4;Y
ČSSD;73345;7;0;0;0;7;Y
KSČM;73345;11;0;0;1;3;Y
KDU-ČSL;73345;7;0;0;0;3;Y
TOP09;73345;4;0;0;1;2;Y
STAN;73345;4;0;0;0;2;Y
Nezařaz;73345;2;0;1;0;2;O
ANO;73346;60;0;1;1;16;Y
ODS;73346;20;0;0;3;0;Y
Piráti;73346;19;0;0;0;3;Y
SPD;73346;1;0;1;14;4;O
ČSSD;73346;7;0;0;0;7;Y
KSČM;73346;8;0;0;4;3;Y
KDU-ČSL;73346;7;0;0;0;3;Y
TOP09;73346;5;0;0;0;2;Y
STAN;73346;4;0;0;0;2;Y
Nezařaz;73346;1;0;1;1;2;O
ANO;73347;2;50;1;9;16;N
ODS;73347;20;0;0;3;0;Y
Piráti;73347;0;19;0;0;3;N
SPD;73347;15;0;1;0;4;Y
ČSSD;73347;0;4;0;3;7;O
KSČM;73347;3;0;0;9;3;O
KDU-ČSL;73347;7;0;0;0;3;Y
TOP09;73347;0;4;0;1;2;N
STAN;73347;0;4;0;0;2;N
Nezařaz;73347;2;0;1;0;2;O
ANO;73348;61;0;1;0;16;Y
ODS;73348;23;0;0;0;0;Y
Piráti;73348;0;18;0;1;3;N
SPD;73348;15;0;1;0;4;Y
ČSSD;73348;6;0;0;1;7;O
KSČM;73348;11;0;0;1;3;Y
KDU-ČSL;73348;6;0;0;1;3;Y
TOP09;73348;5;0;0;0;2;Y
STAN;73348;4;0;0;0;2;Y
Nezařaz;73348;2;0;1;0;2;O
ANO;73349;2;49;1;10;16;N
ODS;73349;3;17;0;3;0;N
Piráti;73349;18;1;0;0;3;Y
SPD;73349;0;0;1;15;4;O
ČSSD;73349;0;5;0;2;7;O
KSČM;73349;2;8;0;2;3;N
KDU-ČSL;73349;0;0;0;7;3;O
TOP09;73349;5;0;0;0;2;Y
STAN;73349;4;0;0;0;2;Y
Nezařaz;73349;1;1;0;1;2;O
ANO;73350;61;0;1;0;16;Y
ODS;73350;23;0;0;0;0;Y
Piráti;73350;19;0;0;0;3;Y
SPD;73350;15;0;1;0;4;Y
ČSSD;73350;7;0;0;0;7;Y
KSČM;73350;11;0;0;1;3;Y
KDU-ČSL;73350;7;0;0;0;3;Y
TOP09;73350;5;0;0;0;2;Y
STAN;73350;4;0;0;0;2;Y
Nezařaz;73350;2;0;0;1;2;O
ANO;73351;0;59;1;2;16;N
ODS;73351;0;23;0;0;0;N
Piráti;73351;19;0;0;0;3;Y
SPD;73351;0;15;1;0;4;N
ČSSD;73351;0;5;0;2;7;O
KSČM;73351;0;10;0;2;3;N
KDU-ČSL;73351;0;0;0;7;3;O
TOP09;73351;0;0;0;5;2;O
STAN;73351;0;0;0;4;2;O
Nezařaz;73351;0;3;0;0;2;N
ANO;73352;0;53;1;8;16;N
ODS;73352;23;0;0;0;0;Y
Piráti;73352;0;17;0;2;3;N
SPD;73352;0;0;1;15;4;O
ČSSD;73352;0;2;0;5;7;O
KSČM;73352;0;1;0;11;3;O
KDU-ČSL;73352;2;0;0;5;3;O
TOP09;73352;5;0;0;0;2;Y
STAN;73352;0;0;0;4;2;O
Nezařaz;73352;2;0;0;1;2;O
ANO;73353;61;0;1;0;16;Y
ODS;73353;23;0;0;0;0;Y
Piráti;73353;0;2;0;17;3;O
SPD;73353;15;0;1;0;4;Y
ČSSD;73353;6;0;0;1;7;O
KSČM;73353;11;0;0;1;3;Y
KDU-ČSL;73353;7;0;0;0;3;Y
TOP09;73353;5;0;0;0;2;Y
STAN;73353;2;0;0;2;2;O
Nezařaz;73353;3;0;0;0;2;Y
ANO;73354;0;56;1;5;16;N
ODS;73354;0;20;0;3;0;N
Piráti;73354;17;0;0;2;3;Y
SPD;73354;0;0;1;15;4;O
ČSSD;73354;1;5;0;1;7;O
KSČM;73354;0;10;0;2;3;N
KDU-ČSL;73354;0;0;0;7;3;O
TOP09;73354;5;0;0;0;2;Y
STAN;73354;4;0;0;0;2;Y
Nezařaz;73354;0;2;0;1;2;O
ANO;73355;0;58;1;3;16;N
ODS;73355;0;23;0;0;0;N
Piráti;73355;19;0;0;0;3;Y
SPD;73355;0;0;1;15;4;O
ČSSD;73355;0;4;0;3;7;O
KSČM;73355;0;10;0;2;3;N
KDU-ČSL;73355;0;0;0;7;3;O
TOP09;73355;4;0;0;1;2;Y
STAN;73355;0;0;0;4;2;O
Nezařaz;73355;0;3;0;0;2;N
ANO;73356;0;57;1;4;16;N
ODS;73356;0;23;0;0;0;N
Piráti;73356;19;0;0;0;3;Y
SPD;73356;0;15;1;0;4;N
ČSSD;73356;0;4;0;3;7;O
KSČM;73356;0;10;0;2;3;N
KDU-ČSL;73356;0;0;0;7;3;O
TOP09;73356;4;0;0;1;2;Y
STAN;73356;0;0;0;4;2;O
Nezařaz;73356;0;3;0;0;2;N
ANO;73357;60;1;1;0;16;Y
ODS;73357;0;22;0;1;0;N
Piráti;73357;0;19;0;0;3;N
SPD;73357;15;0;1;0;4;Y
ČSSD;73357;7;0;0;0;7;Y
KSČM;73357;11;0;0;1;3;Y
KDU-ČSL;73357;7;0;0;0;3;Y
TOP09;73357;0;4;0;1;2;N
STAN;73357;0;4;0;0;2;N
Nezařaz;73357;1;1;0;1;2;O
ANO;73358;0;60;1;1;16;N
ODS;73358;0;23;0;0;0;N
Piráti;73358;19;0;0;0;3;Y
SPD;73358;15;0;1;0;4;Y
ČSSD;73358;1;4;0;2;7;O
KSČM;73358;0;9;0;3;3;N
KDU-ČSL;73358;0;5;0;2;3;N
TOP09;73358;5;0;0;0;2;Y
STAN;73358;0;0;0;4;2;O
Nezařaz;73358;0;3;0;0;2;N
ANO;73359;2;47;0;13;16;N
ODS;73359;0;0;0;23;0;O
Piráti;73359;19;0;0;0;3;Y
SPD;73359;0;0;1;15;4;O
ČSSD;73359;0;3;0;4;7;O
KSČM;73359;0;3;0;9;3;O
KDU-ČSL;73359;7;0;0;0;3;Y
TOP09;73359;5;0;0;0;2;Y
STAN;73359;4;0;0;0;2;Y
Nezařaz;73359;0;1;0;2;2;O
ANO;73360;62;0;0;0;16;Y
ODS;73360;0;0;0;23;0;O
Piráti;73360;0;19;0;0;3;N
SPD;73360;15;0;1;0;4;Y
ČSSD;73360;7;0;0;0;7;Y
KSČM;73360;10;1;0;1;3;Y
KDU-ČSL;73360;7;0;0;0;3;Y
TOP09;73360;0;0;0;5;2;O
STAN;73360;0;0;0;4;2;O
Nezařaz;73360;1;0;0;2;2;O
ANO;73361;62;0;0;0;16;Y
ODS;73361;23;0;0;0;0;Y
Piráti;73361;1;0;0;18;3;O
SPD;73361;15;0;1;0;4;Y
ČSSD;73361;7;0;0;0;7;Y
KSČM;73361;10;0;0;2;3;Y
KDU-ČSL;73361;7;0;0;0;3;Y
TOP09;73361;5;0;0;0;2;Y
STAN;73361;4;0;0;0;2;Y
Nezařaz;73361;3;0;0;0;2;Y
ANO;73362;62;0;0;0;16;Y
ODS;73362;23;0;0;0;0;Y
Piráti;73362;0;6;0;13;3;O
SPD;73362;15;0;1;0;4;Y
ČSSD;73362;6;0;0;1;7;O
KSČM;73362;11;0;0;1;3;Y
KDU-ČSL;73362;7;0;0;0;3;Y
TOP09;73362;4;0;0;1;2;Y
STAN;73362;4;0;0;0;2;Y
Nezařaz;73362;3;0;0;0;2;Y
ANO;73363;1;52;0;9;16;N
ODS;73363;1;19;0;3;0;N
Piráti;73363;19;0;0;0;3;Y
SPD;73363;0;0;1;15;4;O
ČSSD;73363;0;2;0;5;7;O
KSČM;73363;6;0;0;6;3;O
KDU-ČSL;73363;0;0;0;7;3;O
TOP09;73363;3;0;0;2;2;O
STAN;73363;1;0;0;3;2;O
Nezařaz;73363;0;2;0;1;2;O
ANO;73364;0;53;0;9;16;N
ODS;73364;23;0;0;0;0;Y
Piráti;73364;0;19;0;0;3;N
SPD;73364;0;14;1;1;4;N
ČSSD;73364;0;6;0;1;7;O
KSČM;73364;0;11;0;1;3;N
KDU-ČSL;73364;0;0;0;7;3;O
TOP09;73364;0;0;0;5;2;O
STAN;73364;0;0;0;4;2;O
Nezařaz;73364;1;1;0;1;2;O
ANO;73365;0;55;0;7;16;N
ODS;73365;23;0;0;0;0;Y
Piráti;73365;19;0;0;0;3;Y
SPD;73365;0;15;1;0;4;N
ČSSD;73365;0;4;0;3;7;O
KSČM;73365;0;2;0;10;3;O
KDU-ČSL;73365;0;0;0;7;3;O
TOP09;73365;5;0;0;0;2;Y
STAN;73365;4;0;0;0;2;Y
Nezařaz;73365;2;1;0;0;2;Y
ANO;73366;1;55;0;6;16;N
ODS;73366;23;0;0;0;0;Y
Piráti;73366;19;0;0;0;3;Y
SPD;73366;0;15;1;0;4;N
ČSSD;73366;0;5;0;2;7;O
KSČM;73366;0;3;0;9;3;O
KDU-ČSL;73366;0;0;0;7;3;O
TOP09;73366;5;0;0;0;2;Y
STAN;73366;4;0;0;0;2;Y
Nezařaz;73366;1;0;0;2;2;O
ANO;73367;0;60;0;2;16;N
ODS;73367;23;0;0;0;0;Y
Piráti;73367;0;0;0;19;3;O
SPD;73367;0;15;1;0;4;N
ČSSD;73367;0;5;0;2;7;O
KSČM;73367;0;10;0;2;3;N
KDU-ČSL;73367;0;0;0;7;3;O
TOP09;73367;5;0;0;0;2;Y
STAN;73367;4;0;0;0;2;Y
Nezařaz;73367;2;0;0;1;2;O
ANO;73368;0;55;0;7;16;N
ODS;73368;23;0;0;0;0;Y
Piráti;73368;0;15;0;4;3;N
SPD;73368;0;15;1;0;4;N
ČSSD;73368;0;5;0;2;7;O
KSČM;73368;0;10;0;2;3;N
KDU-ČSL;73368;0;0;0;7;3;O
TOP09;73368;5;0;0;0;2;Y
STAN;73368;0;0;0;4;2;O
Nezařaz;73368;1;1;0;1;2;O
ANO;73369;1;59;0;2;16;N
ODS;73369;0;23;0;0;0;N
Piráti;73369;19;0;0;0;3;Y
SPD;73369;0;14;1;1;4;N
ČSSD;73369;1;4;0;2;7;O
KSČM;73369;0;10;0;2;3;N
KDU-ČSL;73369;0;0;0;7;3;O
TOP09;73369;5;0;0;0;2;Y
STAN;73369;3;0;0;1;2;Y
Nezařaz;73369;0;2;0;1;2;O
ANO;73370;0;61;0;1;16;N
ODS;73370;0;23;0;0;0;N
Piráti;73370;19;0;0;0;3;Y
SPD;73370;0;16;0;0;4;N
ČSSD;73370;1;3;0;3;7;O
KSČM;73370;0;10;0;2;3;N
KDU-ČSL;73370;0;1;0;6;3;O
TOP09;73370;5;0;0;0;2;Y
STAN;73370;0;0;0;4;2;O
Nezařaz;73370;0;2;0;1;2;O
ANO;73371;62;0;0;0;16;Y
ODS;73371;22;0;0;1;0;Y
Piráti;73371;1;11;1;6;3;N
SPD;73371;16;0;0;0;4;Y
ČSSD;73371;7;0;0;0;7;Y
KSČM;73371;11;0;0;1;3;Y
KDU-ČSL;73371;7;0;0;0;3;Y
TOP09;73371;0;5;0;0;2;N
STAN;73371;0;0;0;4;2;O
Nezařaz;73371;3;0;0;0;2;Y
ANO;73372;61;0;1;1;15;Y
ODS;73372;20;0;3;0;0;Y
Piráti;73372;17;0;0;0;5;Y
SPD;73372;13;0;1;1;5;Y
ČSSD;73372;5;0;2;0;7;O
KSČM;73372;10;0;1;0;4;Y
KDU-ČSL;73372;6;0;1;0;3;Y
TOP09;73372;3;0;2;0;2;O
STAN;73372;1;0;2;0;3;O
Nezařaz;73372;2;0;1;0;2;O
ANO;73373;62;0;0;1;15;Y
ODS;73373;20;0;2;0;1;Y
Piráti;73373;17;0;0;0;5;Y
SPD;73373;14;0;1;0;5;Y
ČSSD;73373;5;0;2;0;7;O
KSČM;73373;10;0;1;0;4;Y
KDU-ČSL;73373;6;0;1;0;3;Y
TOP09;73373;4;0;0;0;3;Y
STAN;73373;1;0;2;0;3;O
Nezařaz;73373;2;0;1;0;2;O
ANO;73374;62;0;0;1;15;Y
ODS;73374;20;0;2;0;1;Y
Piráti;73374;17;0;0;0;5;Y
SPD;73374;14;0;1;0;5;Y
ČSSD;73374;5;0;2;0;7;O
KSČM;73374;10;0;1;0;4;Y
KDU-ČSL;73374;6;0;1;0;3;Y
TOP09;73374;4;0;0;0;3;Y
STAN;73374;2;0;2;0;2;O
Nezařaz;73374;2;0;1;0;2;O
ANO;73375;3;0;0;60;15;O
ODS;73375;1;0;2;19;1;O
Piráti;73375;1;0;0;16;5;O
SPD;73375;0;5;1;9;5;O
ČSSD;73375;1;0;2;4;7;O
KSČM;73375;4;0;1;6;4;O
KDU-ČSL;73375;0;0;1;6;3;O
TOP09;73375;0;0;0;4;3;O
STAN;73375;1;0;2;1;2;O
Nezařaz;73375;0;0;1;2;2;O
ANO;73376;62;0;0;1;15;Y
ODS;73376;20;0;2;0;1;Y
Piráti;73376;17;0;0;0;5;Y
SPD;73376;0;15;0;0;5;N
ČSSD;73376;4;0;2;1;7;O
KSČM;73376;10;0;1;0;4;Y
KDU-ČSL;73376;6;0;1;0;3;Y
TOP09;73376;4;0;0;0;3;Y
STAN;73376;2;0;2;0;2;O
Nezařaz;73376;2;0;1;0;2;O
ANO;73377;3;0;0;60;15;O
ODS;73377;0;0;2;20;1;O
Piráti;73377;6;0;0;11;5;O
SPD;73377;0;0;0;15;5;O
ČSSD;73377;1;0;2;4;7;O
KSČM;73377;3;0;1;7;4;O
KDU-ČSL;73377;2;0;1;4;3;O
TOP09;73377;2;0;0;2;3;O
STAN;73377;2;0;2;0;2;O
Nezařaz;73377;0;0;1;2;2;O
ANO;73378;61;0;0;2;15;Y
ODS;73378;20;0;2;0;1;Y
Piráti;73378;17;0;0;0;5;Y
SPD;73378;0;0;0;15;5;O
ČSSD;73378;5;0;2;0;7;O
KSČM;73378;10;0;1;0;4;Y
KDU-ČSL;73378;6;0;1;0;3;Y
TOP09;73378;4;0;0;0;3;Y
STAN;73378;2;0;2;0;2;O
Nezařaz;73378;2;0;1;0;2;O
ANO;73379;2;5;0;56;15;O
ODS;73379;20;0;2;0;1;Y
Piráti;73379;17;0;0;0;5;Y
SPD;73379;14;0;0;1;5;Y
ČSSD;73379;1;0;2;4;7;O
KSČM;73379;0;0;1;10;4;O
KDU-ČSL;73379;6;0;1;0;3;Y
TOP09;73379;4;0;0;0;3;Y
STAN;73379;2;0;2;0;2;O
Nezařaz;73379;1;0;1;1;2;O
ANO;73380;62;0;0;1;15;Y
ODS;73380;20;0;2;0;1;Y
Piráti;73380;17;0;0;0;5;Y
SPD;73380;15;0;0;0;5;Y
ČSSD;73380;5;0;2;0;7;O
KSČM;73380;9;0;1;1;4;Y
KDU-ČSL;73380;6;0;1;0;3;Y
TOP09;73380;4;0;0;0;3;Y
STAN;73380;2;0;2;0;2;O
Nezařaz;73380;2;0;1;0;2;O
ANO;73381;0;59;0;4;15;N
ODS;73381;1;0;1;20;1;O
Piráti;73381;17;0;0;0;5;Y
SPD;73381;15;0;0;0;5;Y
ČSSD;73381;0;2;2;3;7;O
KSČM;73381;0;1;1;9;4;O
KDU-ČSL;73381;0;0;1;6;3;O
TOP09;73381;4;0;0;0;3;Y
STAN;73381;1;1;2;0;2;O
Nezařaz;73381;0;0;1;2;2;O
ANO;73382;44;0;0;19;15;Y
ODS;73382;21;0;1;0;1;Y
Piráti;73382;17;0;0;0;5;Y
SPD;73382;15;0;0;0;5;Y
ČSSD;73382;4;0;2;1;7;O
KSČM;73382;8;1;1;1;4;Y
KDU-ČSL;73382;6;0;1;0;3;Y
TOP09;73382;4;0;0;0;3;Y
STAN;73382;2;0;2;0;2;O
Nezařaz;73382;2;0;1;0;2;O
ANO;73383;0;59;0;4;15;N
ODS;73383;2;19;1;0;1;N
Piráti;73383;17;0;0;0;5;Y
SPD;73383;0;15;0;0;5;N
ČSSD;73383;0;2;2;3;7;O
KSČM;73383;0;9;1;1;4;N
KDU-ČSL;73383;0;0;1;6;3;O
TOP09;73383;4;0;0;0;3;Y
STAN;73383;0;2;2;0;2;O
Nezařaz;73383;0;2;1;0;2;O
ANO;73384;0;59;0;4;15;N
ODS;73384;2;19;1;0;1;N
Piráti;73384;17;0;0;0;5;Y
SPD;73384;0;0;0;15;5;O
ČSSD;73384;0;2;2;3;7;O
KSČM;73384;0;9;1;1;4;N
KDU-ČSL;73384;0;5;1;1;3;N
TOP09;73384;4;0;0;0;3;Y
STAN;73384;0;2;2;0;2;O
